VV_intensity,VH_intensity,Depol_ratio,Alpha,Anisotropy,Entropy,GLCM_mean,GLCM_variance,GLCM_correlation,IceStage,number,date
-16.176612301729676,-22.334310134226378,-6.157697832496702,17.40501022,0.66011405,0.65746152,1.46283364,3.14413667,0.39091542,sheetice,n1,04-10-2019
-12.19526859557577,-22.85037704329114,-10.65510844771537,14.10641289,0.7224285,0.58097756,1.10096228,2.93704867,0.24580844,sheetice,n1,04-10-2019
-20.31285956201397,-23.138698087719792,-2.825838525705824,16.50266266,0.674986,0.6401667,1.18970931,3.08017135,0.40620181,sheetice,n1,04-10-2019
-16.87764233610605,-22.5856789495796,-5.708036613473549,15.35832214,0.70869595,0.59881097,1.29435134,2.64643073,0.36060771,sheetice,n1,04-10-2019
-16.807729383187947,-25.24246027641462,-8.43473089322667,15.11226559,0.67265439,0.64289141,1.03948843,2.41774368,0.36932006,sheetice,n1,04-10-2019
-15.632114974008234,-23.225399658492506,-7.593284684484275,16.15374947,0.69616956,0.61458725,0.91207784,1.854002,0.25979447,sheetice,n1,04-10-2019
-13.91677041215823,-23.77329119880533,-9.856520786647101,12.96714306,0.73087072,0.56958544,1.29069889,3.47904396,0.33639148,sheetice,n1,04-10-2019
-15.383038796692336,-24.03626156124984,-8.653222764557505,17.26322746,0.67723387,0.63759601,1.5661366,5.45046186,0.54906058,sheetice,n1,04-10-2019
-16.807729383187947,-25.24246027641462,-8.43473089322667,15.11226559,0.67265439,0.64289141,1.03948843,2.41774368,0.36932006,sheetice,n1,04-10-2019
-18.779936169068165,-24.17665003778401,-5.396713868715843,17.13521767,0.65574926,0.66253245,0.93586427,2.35548425,0.21458638,sheetice,n1,04-10-2019
-13.54258906555871,-24.05120384767594,-10.508614782117228,12.73398972,0.75035483,0.54303199,1.34693861,4.22497654,0.29328451,sheetice,n1,04-10-2019
-18.05136143176753,-22.98630644317744,-4.934945011409915,18.02423286,0.65760744,0.66042382,0.94135094,2.44600105,0.20689766,sheetice,n1,04-10-2019
-15.966606701342217,-24.7589350410356,-8.792328339693382,16.91656113,0.64181775,0.67779952,1.01150405,2.61440182,0.28725684,sheetice,n1,04-10-2019
-16.74117927002218,-23.950518038347436,-7.2093387683252566,17.57816887,0.66096473,0.65659463,1.80804145,5.60825777,0.46501639,sheetice,n1,04-10-2019
-16.998731896310822,-24.515553003737907,-7.516821107427085,16.45730019,0.6671778,0.64938772,0.89772493,1.97018087,0.28142819,sheetice,n1,04-10-2019
-15.858882443722294,-22.772065364530086,-6.913182920807795,15.82850742,0.66567945,0.65114331,0.93732971,1.80452788,0.29131639,sheetice,n1,04-10-2019
-14.571287816528908,-22.830997628004223,-8.259709811475314,12.02213478,0.75920254,0.53036904,0.59100109,1.44674504,0.21157376,sheetice,n1,04-10-2019
-13.805092004267605,-24.871662407050717,-11.066570402783109,15.29995346,0.70100051,0.60847896,0.77022368,1.86841273,0.3417072,sheetice,n1,04-10-2019
-12.88403391600059,-23.750478953368777,-10.866445037368191,17.58846283,0.64979839,0.66905463,1.00440729,2.64457846,0.29383406,sheetice,n1,04-10-2019
-17.312493742256805,-22.58372593164011,-5.271232189383301,16.1295414,0.6862238,0.62672454,0.92650747,1.95631886,0.2712549,sheetice,n1,04-10-2019
-17.879275122110542,-24.919432124323517,-7.0401570022129745,19.07833099,0.61063278,0.71104312,0.95753843,2.4040215,0.30070227,sheetice,n1,04-10-2019
-14.890594794150338,-21.639108213742162,-6.748513419591822,10.43954372,0.78168958,0.49730104,2.0593338,6.21206617,0.44705865,sheetice,n1,04-10-2019
-15.893244793374187,-22.9645499917549,-7.071305198380716,15.88930511,0.66424179,0.65280747,0.95445794,1.83625746,0.29403684,sheetice,n1,04-10-2019
-14.262161768880919,-24.081210196574197,-9.81904842769328,14.84997654,0.68390083,0.62958401,1.81045568,5.61749172,0.36059138,sheetice,n1,04-10-2019
-15.302758953395326,-23.5835042238288,-8.28074527043347,12.97489452,0.73376697,0.56572032,1.40499616,3.78534913,0.36549714,sheetice,n1,04-10-2019
-17.132413807961214,-24.687894065403242,-7.555480257442028,16.39270973,0.6539768,0.66449594,1.19082701,2.69639945,0.35989127,sheetice,n1,04-10-2019
-16.347539395782103,-24.510777156808594,-8.163237761026483,19.56221581,0.6206038,0.70056081,1.33050716,3.05853605,0.366855,sheetice,n1,04-10-2019
-16.234082625844827,-24.22028213933166,-7.986199513486833,10.69509411,0.77709448,0.50417382,0.90738213,2.32822466,0.22404958,sheetice,n1,04-10-2019
-18.333047129663388,-23.754611170879578,-5.4215640412161905,14.27812862,0.71651626,0.58875495,1.21384132,2.40641117,0.38854039,sheetice,n1,04-10-2019
-16.765457575241705,-22.39447850777858,-5.629020932536878,17.49664688,0.63068604,0.69001383,0.92121387,2.28937531,0.29554436,sheetice,n1,04-10-2019
-13.606841741787344,-24.073214837035085,-10.466373095247743,12.350173,0.74815071,0.54613966,1.18058896,3.27267337,0.27386126,sheetice,n1,04-10-2019
-16.757782678440293,-23.285290872648975,-6.52750819420868,18.01521111,0.66032988,0.65724021,1.21030164,2.45315981,0.32872963,sheetice,n1,04-10-2019
-19.62200328552227,-24.32686552991131,-4.704862244389043,14.47176933,0.70947528,0.59783196,1.15831244,2.29680538,0.38677749,sheetice,n1,04-10-2019
-13.99698330172167,-24.472952900865245,-10.475969599143573,16.63149261,0.66575897,0.65088642,1.35630119,3.74758101,0.39944503,sheetice,n1,04-10-2019
-12.030388591260522,-20.937824383474762,-8.90743579221424,11.35706139,0.75987589,0.52949226,4.78098965,21.75217628,0.56329,icejam,n21,04-10-2019
-11.879648724029916,-20.868211052035925,-8.98856232800601,11.44745445,0.77238548,0.51126599,5.55199099,28.0714035,0.61874074,icejam,n21,04-10-2019
-12.14294129136934,-20.20315986358319,-8.060218572213845,13.55886555,0.72567284,0.57672179,4.9031024,21.16897964,0.6537655,icejam,n21,04-10-2019
-13.08195845515959,-20.739210915820927,-7.657252460661334,14.35394764,0.71661478,0.58861423,4.93311357,21.24274826,0.65022463,icejam,n21,04-10-2019
-11.983176213530724,-20.388998803297007,-8.405822589766279,11.89054108,0.76203209,0.52625126,7.44156742,44.25111771,0.73836708,icejam,n21,04-10-2019
-12.914621705573918,-20.416745903215574,-7.502124197641654,14.88464069,0.71495485,0.5907566,4.60467863,18.65416145,0.61517805,icejam,n21,04-10-2019
-12.146320057079604,-19.59209427301895,-7.445774215939346,12.15671635,0.74172157,0.55503839,5.00730181,22.56436348,0.58732706,icejam,n21,04-10-2019
-11.6468669941918,-20.369577216750145,-8.722710222558346,12.24751949,0.74354017,0.55250072,4.89194202,20.98300362,0.60120243,icejam,n21,04-10-2019
-11.635000496208214,-20.875133011631213,-9.240132515423,12.6476202,0.73008251,0.57082534,4.90276957,21.0893631,0.61059374,icejam,n21,04-10-2019
-12.04397881042608,-20.397690306322932,-8.353711495896855,11.52337742,0.76301932,0.52495766,5.03904486,23.04079056,0.58148593,icejam,n21,04-10-2019
-11.67549273878704,-19.677161537034028,-8.001668798246989,13.43579769,0.72675663,0.57530183,4.9202404,21.44721794,0.64068472,icejam,n21,04-10-2019
-11.982217096306279,-20.09466244905509,-8.11244535274881,12.63951397,0.73105621,0.56955451,4.60108566,19.8403511,0.55767989,icejam,n21,04-10-2019
-12.394721224764051,-20.83732969900354,-8.442608474239492,12.77107716,0.73259473,0.5674724,4.6471777,19.2582531,0.59492099,icejam,n21,04-10-2019
-12.302581820471923,-20.551695380427887,-8.249113559955962,12.11034489,0.76527154,0.52161914,6.58117008,36.33059692,0.69547033,icejam,n21,04-10-2019
-12.208877066967128,-19.06417235470256,-6.855295287735431,12.63988495,0.73649746,0.5621925,4.66939592,20.11947441,0.57546324,icejam,n21,04-10-2019
-12.237139907629015,-20.803780720507913,-8.566640812878896,12.52581215,0.73393875,0.56566322,4.7849822,20.29465866,0.61189973,icejam,n21,04-10-2019
-12.578138695519334,-21.39875898691438,-8.820620291395047,12.71535492,0.73474342,0.56455439,5.16568279,25.29195786,0.59116924,icejam,n21,04-10-2019
-11.54051823588529,-20.335883842947208,-8.795365607061921,13.04646778,0.7338388,0.56578207,6.55649042,35.56677628,0.70111477,icejam,n21,04-10-2019
-12.10058888392955,-20.678541093321225,-8.577952209391672,11.49826622,0.77472097,0.50779742,6.3236084,34.90379333,0.67135185,icejam,n21,04-10-2019
-11.007913318378066,-21.425137181709477,-10.417223863331412,13.2410574,0.71719903,0.58784986,5.06333494,22.71412849,0.6205169,icejam,n21,04-10-2019
-11.394400507910403,-20.926800226781236,-9.532399718870833,13.01451206,0.73333716,0.56647259,7.23294306,41.21980667,0.73784465,icejam,n21,04-10-2019
-12.33080127574464,-20.64301324038549,-8.312211964640845,11.59759331,0.76475674,0.52244729,5.28013754,24.84305382,0.60224682,icejam,n21,04-10-2019
-12.578138695519334,-21.39875898691438,-8.820620291395047,12.71535492,0.73474342,0.56455439,5.16568279,25.29195786,0.59116924,icejam,n21,04-10-2019
-12.146320057079604,-19.59209427301895,-7.445774215939346,12.15671635,0.74172157,0.55503839,5.00730181,22.56436348,0.58732706,icejam,n21,04-10-2019
-11.007913318378066,-21.425137181709477,-10.417223863331412,13.2410574,0.71719903,0.58784986,5.06333494,22.71412849,0.6205169,icejam,n21,04-10-2019
-12.25733099292957,-17.81226144609054,-5.554930453160973,12.69716263,0.72851545,0.57295388,4.93944263,21.76463127,0.62739569,icejam,n21,04-10-2019
-12.69809267999002,-21.21212309265122,-8.514030412661198,12.22906113,0.73822981,0.55975407,5.26496983,25.84437752,0.56770164,icejam,n21,04-10-2019
-11.706615493348721,-19.292788883236945,-7.586173389888224,13.30637646,0.72581983,0.57655513,5.03164005,22.4431839,0.6331293,icejam,n21,04-10-2019
-11.54300196763051,-21.239092322337715,-9.696090354707207,13.08664989,0.7346707,0.56454945,4.4857645,19.76345444,0.54963219,icejam,n21,04-10-2019
-11.563682530713496,-20.635772477249557,-9.072089946536058,11.69438267,0.75227463,0.54029554,5.008811,22.8720665,0.56393516,icejam,n21,04-10-2019
-11.806469985887755,-21.371706120829167,-9.565236134941413,11.14645481,0.76671243,0.51958764,4.78448629,21.62084389,0.56524891,icejam,n21,04-10-2019
-11.92312522092939,-21.080256801290517,-9.15713158036113,13.83612251,0.72681737,0.5751754,4.58111572,19.38659477,0.58150762,icejam,n21,04-10-2019
-11.961390280896602,-21.227732510305913,-9.266342229409313,12.0334959,0.74752295,0.54686928,4.63866949,20.64022446,0.56306165,icejam,n21,04-10-2019
-12.158268561024968,-20.116640441439493,-7.958371880414527,11.77726746,0.7563535,0.53453171,5.64182568,27.53266525,0.63107735,icejam,n21,04-10-2019
-12.135068185589418,-19.03743657576316,-6.902368390173742,12.75372696,0.73208618,0.56817234,4.461092,18.54672623,0.56271309,icejam,n21,04-10-2019
-12.600548286521816,-20.65071507208623,-8.050166785564413,13.2468195,0.72297496,0.58032244,4.71627426,19.90629387,0.59303933,icejam,n21,04-10-2019
-11.961390280896602,-21.227732510305913,-9.266342229409313,12.0334959,0.74752295,0.54686928,4.63866949,20.64022446,0.56306165,icejam,n21,04-10-2019
-12.226887631749515,-20.48465296042903,-8.257765328679518,12.06521893,0.76377302,0.52374607,7.12338638,41.32787704,0.72247475,icejam,n21,04-10-2019
-11.007913318378066,-21.425137181709477,-10.417223863331412,13.2410574,0.71719903,0.58784986,5.06333494,22.71412849,0.6205169,icejam,n21,04-10-2019
-12.2687119727361,-19.991205760805197,-7.722493788069097,12.24967957,0.73973393,0.55730754,5.9369173,30.48086357,0.63737905,icejam,n21,04-10-2019
-11.08191736289865,-21.182542471243483,-10.100625108344834,13.0507431,0.72062004,0.58341128,5.13325882,23.12988091,0.61698484,icejam,n21,04-10-2019
-11.518157495981477,-18.10215577366342,-6.583998277681944,12.73389912,0.73719144,0.56125695,4.51456642,18.30879974,0.59475726,icejam,n21,04-10-2019
-11.563682530713496,-20.635772477249557,-9.072089946536058,11.69438267,0.75227463,0.54029554,5.008811,22.8720665,0.56393516,icejam,n21,04-10-2019
-11.725946664907916,-21.311411118730504,-9.585464453822588,11.16339779,0.7696498,0.51531321,5.00526237,23.23506737,0.57923114,icejam,n21,04-10-2019
-10.858855292368775,-21.357589536800443,-10.498734244431667,12.72914886,0.72515661,0.57739627,5.06250095,22.61880875,0.62355846,icejam,n21,04-10-2019
-12.33080127574464,-20.64301324038549,-8.312211964640845,11.59759331,0.76475674,0.52244729,5.28013754,24.84305382,0.60224682,icejam,n21,04-10-2019
-11.007913318378066,-21.425137181709477,-10.417223863331412,13.2410574,0.71719903,0.58784986,5.06333494,22.71412849,0.6205169,icejam,n21,04-10-2019
-11.470592399634391,-20.95057361325376,-9.479981213619368,13.0021143,0.72277158,0.58055478,4.90253973,21.22551155,0.60787606,icejam,n21,04-10-2019
-11.635000496208214,-20.875133011631213,-9.240132515423,12.6476202,0.73008251,0.57082534,4.90276957,21.0893631,0.61059374,icejam,n21,04-10-2019
-12.755365229334608,-20.834244660163087,-8.078879430828476,12.33089352,0.7388854,0.55884922,4.90052366,23.14211273,0.55115306,icejam,n21,04-10-2019
-12.353097461154455,-19.9874496692756,-7.634352208121145,11.97749138,0.7436378,0.55209005,5.88366413,30.36081505,0.61575097,icejam,n21,04-10-2019
-12.030388591260522,-20.937824383474762,-8.90743579221424,11.35706139,0.75987589,0.52949226,4.78098965,21.75217628,0.56329,icejam,n21,04-10-2019
-12.320711840826977,-20.593520513164204,-8.272808672337227,12.60430145,0.73208606,0.56817615,4.73980522,20.84251213,0.55383062,icejam,n21,04-10-2019
-12.10058888392955,-20.678541093321225,-8.577952209391672,11.49826622,0.77472097,0.50779742,6.3236084,34.90379333,0.67135185,icejam,n21,04-10-2019
-11.54300196763051,-21.239092322337715,-9.696090354707207,13.08664989,0.7346707,0.56454945,4.4857645,19.76345444,0.54963219,icejam,n21,04-10-2019
-11.722471403490642,-18.61804704294095,-6.895575639450312,12.13724422,0.74514425,0.55032462,4.94772387,21.41283798,0.60929066,icejam,n21,04-10-2019
-11.604120416365479,-19.044293296724884,-7.440172880359407,12.39238071,0.74253678,0.55390429,4.88907146,21.01055717,0.6161527,icejam,n21,04-10-2019
-12.886076992565085,-20.3848161588226,-7.498739166257511,13.18979168,0.72459298,0.57817817,4.63918304,19.52664375,0.57536387,icejam,n21,04-10-2019
-12.353097461154455,-19.9874496692756,-7.634352208121145,11.97749138,0.7436378,0.55209005,5.88366413,30.36081505,0.61575097,icejam,n21,04-10-2019
-12.029275545402387,-20.41250780907431,-8.383232263671923,11.76925945,0.74958336,0.54409701,5.35359383,25.66121864,0.58566391,icejam,n21,04-10-2019
-12.104347281249021,-20.12234555684333,-8.017998275594309,11.69915485,0.75552171,0.53570789,5.39490557,25.64140701,0.60179484,icejam,n21,04-10-2019
-11.54051823588529,-20.335883842947208,-8.795365607061921,13.04646778,0.7338388,0.56578207,6.55649042,35.56677628,0.70111477,icejam,n21,04-10-2019
-12.886076992565085,-20.3848161588226,-7.498739166257511,13.18979168,0.72459298,0.57817817,4.63918304,19.52664375,0.57536387,icejam,n21,04-10-2019
-11.725946664907916,-21.311411118730504,-9.585464453822588,11.16339779,0.7696498,0.51531321,5.00526237,23.23506737,0.57923114,icejam,n21,04-10-2019
-12.548999794533353,-20.81193033853596,-8.262930544002606,13.93492126,0.72488767,0.57776433,4.66317177,19.23632431,0.61584818,icejam,n21,04-10-2019
-12.135068185589418,-19.03743657576316,-6.902368390173742,12.75372696,0.73208618,0.56817234,4.461092,18.54672623,0.56271309,icejam,n21,04-10-2019
-12.104347281249021,-20.12234555684333,-8.017998275594309,11.69915485,0.75552171,0.53570789,5.39490557,25.64140701,0.60179484,icejam,n21,04-10-2019
-12.25733099292957,-17.81226144609054,-5.554930453160973,12.69716263,0.72851545,0.57295388,4.93944263,21.76463127,0.62739569,icejam,n21,04-10-2019
-12.492011955148257,-20.290304925680616,-7.798292970532356,13.2850666,0.72276711,0.58059609,4.55091763,19.05392838,0.57589847,icejam,n21,04-10-2019
-11.722471403490642,-18.61804704294095,-6.895575639450312,12.13724422,0.74514425,0.55032462,4.94772387,21.41283798,0.60929066,icejam,n21,04-10-2019
-11.342682631335023,-20.139295232036755,-8.79661260070173,13.04067516,0.72666919,0.57537705,7.65882635,45.59700394,0.75319308,icejam,n21,04-10-2019
-12.365877311771156,-21.397722283624038,-9.031844971852879,12.22304821,0.73784405,0.560233,5.5121994,27.45793152,0.57980895,icejam,n21,04-10-2019
-11.54300196763051,-21.239092322337715,-9.696090354707207,13.08664989,0.7346707,0.56454945,4.4857645,19.76345444,0.54963219,icejam,n21,04-10-2019
-12.649124956273434,-20.693112161713852,-8.043987205440416,13.12746811,0.7260077,0.57627964,4.74358416,19.91124344,0.59615713,icejam,n21,04-10-2019
-11.283183293281478,-20.394350483315122,-9.111167190033644,13.64927292,0.7226063,0.58079863,5.20379829,23.64067841,0.62534106,icejam,n21,04-10-2019
-11.632614132029346,-17.611077219876982,-5.978463087847632,12.65781689,0.73796403,0.560202,4.6422267,19.26733589,0.61387134,icejam,n21,04-10-2019
-12.515537221286152,-18.452839578417652,-5.9373023571314985,13.10997105,0.72224241,0.58127356,5.15346861,23.26585197,0.63052225,icejam,n21,04-10-2019
-12.365877311771156,-21.397722283624038,-9.031844971852879,12.22304821,0.73784405,0.560233,5.5121994,27.45793152,0.57980895,icejam,n21,04-10-2019
-12.37290384202131,-20.685441634819504,-8.312537792798194,12.00733376,0.76525187,0.52168036,5.8188405,29.66176224,0.64768374,icejam,n21,04-10-2019
-12.146526511714686,-20.25366279829133,-8.107136286576647,12.93438053,0.73285419,0.56710702,4.84461355,20.81794548,0.62637651,icejam,n21,04-10-2019
-12.237139907629015,-20.803780720507913,-8.566640812878896,12.52581215,0.73393875,0.56566322,4.7849822,20.29465866,0.61189973,icejam,n21,04-10-2019
-12.548999794533353,-20.81193033853596,-8.262930544002606,13.93492126,0.72488767,0.57776433,4.66317177,19.23632431,0.61584818,icejam,n21,04-10-2019
-11.470592399634391,-20.95057361325376,-9.479981213619368,13.0021143,0.72277158,0.58055478,4.90253973,21.22551155,0.60787606,icejam,n21,04-10-2019
-12.029275545402387,-20.41250780907431,-8.383232263671923,11.76925945,0.74958336,0.54409701,5.35359383,25.66121864,0.58566391,icejam,n21,04-10-2019
-12.030388591260522,-20.937824383474762,-8.90743579221424,11.35706139,0.75987589,0.52949226,4.78098965,21.75217628,0.56329,icejam,n21,04-10-2019
-12.0040170777959,-20.839089046844713,-8.835071969048816,11.48024368,0.75612181,0.53483903,4.81117058,21.60135078,0.56061298,icejam,n21,04-10-2019
-12.81632107727188,-20.349197113676517,-7.532876036404641,12.83581543,0.72950202,0.57164258,4.58383179,19.29198837,0.56800622,icejam,n21,04-10-2019
-12.191632137094143,-20.649600283915692,-8.45796814682155,13.15182304,0.72147781,0.58229703,4.95441246,21.91371155,0.60349095,icejam,n21,04-10-2019
-11.775442958029297,-20.76432712981319,-8.988884171783893,14.07472134,0.72027844,0.58384264,4.97036982,21.76659393,0.6336605,icejam,n21,04-10-2019
-12.205160647536788,-20.98890562074498,-8.783744973208192,12.84888458,0.7351867,0.56383765,4.70707989,20.29124832,0.584768,icejam,n21,04-10-2019
-11.722471403490642,-18.61804704294095,-6.895575639450312,12.13724422,0.74514425,0.55032462,4.94772387,21.41283798,0.60929066,icejam,n21,04-10-2019
-12.205160647536788,-20.98890562074498,-8.783744973208192,12.84888458,0.7351867,0.56383765,4.70707989,20.29124832,0.584768,icejam,n21,04-10-2019
-11.92312522092939,-21.080256801290517,-9.15713158036113,13.83612251,0.72681737,0.5751754,4.58111572,19.38659477,0.58150762,icejam,n21,04-10-2019
-11.775442958029297,-20.76432712981319,-8.988884171783893,14.07472134,0.72027844,0.58384264,4.97036982,21.76659393,0.6336605,icejam,n21,04-10-2019
-11.836320105869863,-20.34915946132305,-8.512839355453188,12.5384798,0.7486099,0.54527986,6.86790848,38.14574051,0.7150569,icejam,n21,04-10-2019
-11.90066078051175,-19.022018081585635,-7.121357301073888,12.93428802,0.73269165,0.56734532,4.8395772,20.95799637,0.64168835,icejam,n21,04-10-2019
-12.394721224764051,-20.83732969900354,-8.442608474239492,12.77107716,0.73259473,0.5674724,4.6471777,19.2582531,0.59492099,icejam,n21,04-10-2019
-11.88495773812366,-20.47443408514146,-8.589476347017797,11.64014626,0.75627923,0.5346325,5.02027273,23.1713295,0.57285333,icejam,n21,04-10-2019
-12.533378607929269,-20.427179570274046,-7.893800962344777,13.70237541,0.72517335,0.57737827,4.80490637,20.23391342,0.63716769,icejam,n21,04-10-2019
-12.0040170777959,-20.839089046844713,-8.835071969048816,11.48024368,0.75612181,0.53483903,4.81117058,21.60135078,0.56061298,icejam,n21,04-10-2019
-9.82961983708906,-21.185320305977186,-11.355700468888125,9.86609268,0.8161875,0.44278273,6.51533222,36.42589188,0.64996988,icejam,n22,04-10-2019
-10.004823346201782,-20.881065793930734,-10.876242447728952,12.3429966,0.79242092,0.48077753,7.64365149,46.0923996,0.67802453,icejam,n22,04-10-2019
-8.953060335115904,-21.396332410909608,-12.443272075793706,9.8935442,0.81435359,0.44573355,6.85416031,38.61458969,0.66114724,icejam,n22,04-10-2019
-9.118223982763613,-22.368663781300974,-13.250439798537364,10.97142887,0.77927679,0.50082666,6.82875061,37.94615936,0.70741016,icejam,n22,04-10-2019
-8.873807567888461,-19.62561150740574,-10.75180393951728,10.92434692,0.78826737,0.4872916,7.31817818,41.52735519,0.69058007,icejam,n22,04-10-2019
-10.196056211216664,-20.868226964134735,-10.672170752918067,9.66420937,0.81861562,0.43871972,7.74983358,45.74473572,0.71463335,icejam,n22,04-10-2019
-10.395454434059,-21.00453068909133,-10.609076255032331,9.37304497,0.82812089,0.42270428,7.78437138,45.6676712,0.72036958,icejam,n22,04-10-2019
-9.574844975796742,-20.06331913741128,-10.488474161614537,9.81986427,0.81722933,0.44106892,6.64620352,37.31864166,0.65936375,icejam,n22,04-10-2019
-8.471197976395619,-20.346712758290984,-11.875514781895367,10.15588665,0.7999981,0.46880618,6.92163801,39.60956573,0.64372051,icejam,n22,04-10-2019
-10.544683925775288,-20.54529937678577,-10.000615451010484,10.02862644,0.79574817,0.47565207,6.25890112,37.4359436,0.61209971,icejam,n22,04-10-2019
-8.957965018218522,-18.782225706892515,-9.824260688673995,10.61063004,0.79213977,0.48130974,7.05458546,38.12581635,0.68014175,icejam,n22,04-10-2019
-11.89166407014069,-20.10622274080912,-8.214558670668431,9.96011639,0.81276721,0.44836566,6.53877974,36.55086899,0.65082502,icejam,n22,04-10-2019
-11.195661813830707,-20.906296017865316,-9.71063420403461,10.19295406,0.79096729,0.48307022,6.93697166,36.52778244,0.68372107,icejam,n22,04-10-2019
-9.34786135443362,-19.41068605142221,-10.06282469698859,10.63879871,0.77760661,0.50312877,6.65553188,35.72722626,0.66998762,icejam,n22,04-10-2019
-10.8606779201742,-21.55583095338667,-10.695153033212474,10.47510719,0.77565706,0.50620168,5.92313814,30.25235176,0.6471386,icejam,n22,04-10-2019
-9.225296205772565,-18.305601130245954,-9.080304924473388,11.36069965,0.80126876,0.46695375,7.8857255,48.6866188,0.73410773,icejam,n22,04-10-2019
-9.360469094108652,-19.730857203929133,-10.370388109820482,9.80070019,0.81615549,0.44276896,7.56785154,42.83676147,0.72039258,icejam,n22,04-10-2019
-9.34786135443362,-19.41068605142221,-10.06282469698859,10.63879871,0.77760661,0.50312877,6.65553188,35.72722626,0.66998762,icejam,n22,04-10-2019
-10.253860781767765,-22.46459836507583,-12.210737583308065,12.29467964,0.7685377,0.51682872,7.52552032,43.94590759,0.71481806,icejam,n22,04-10-2019
-10.556097239584616,-21.13499122607642,-10.578893986491803,10.53471375,0.79479945,0.4771688,6.83482742,38.59226227,0.70185721,icejam,n22,04-10-2019
-10.099421064837548,-19.262882465821868,-9.163461400984321,11.05782223,0.79715949,0.47329509,6.47285795,35.6709671,0.69562894,icejam,n22,04-10-2019
-10.861037454081186,-22.33991145361291,-11.478873999531725,11.70739269,0.7814672,0.49762794,7.86425352,46.62055969,0.71341473,icejam,n22,04-10-2019
-10.544683925775288,-20.54529937678577,-10.000615451010484,10.02862644,0.79574817,0.47565207,6.25890112,37.4359436,0.61209971,icejam,n22,04-10-2019
-7.687187211254699,-19.259321557724313,-11.57213434646961,10.95650768,0.76423407,0.52303624,7.2904954,42.10363388,0.67352825,icejam,n22,04-10-2019
-10.101365981393823,-21.779234984002592,-11.677869002608768,10.76046753,0.78086346,0.49839765,6.8546586,37.32461166,0.71601808,icejam,n22,04-10-2019
-10.4147835385076,-19.475072880482273,-9.060289341974672,10.90344238,0.78145784,0.49760312,7.35301924,41.46168137,0.71235484,icejam,n22,04-10-2019
-10.342849774781344,-22.25816729796529,-11.915317523183948,10.57212543,0.78155309,0.49744502,6.55388355,37.09911346,0.62198108,icejam,n22,04-10-2019
-10.64259527258174,-20.800928307570267,-10.158333034988527,10.34091377,0.80960429,0.45350876,6.37129641,35.42090988,0.64511782,icejam,n22,04-10-2019
-10.556097239584616,-21.13499122607642,-10.578893986491803,10.53471375,0.79479945,0.4771688,6.83482742,38.59226227,0.70185721,icejam,n22,04-10-2019
-10.826955622924272,-21.022789133676678,-10.195833510752408,10.3112545,0.80384213,0.4628042,6.08541346,32.8360939,0.64505708,icejam,n22,04-10-2019
-8.964908784744932,-19.73083271216561,-10.76592392742068,10.64204788,0.79201651,0.4815034,6.95585442,38.62818146,0.67367429,icejam,n22,04-10-2019
-10.544683925775288,-20.54529937678577,-10.000615451010484,10.02862644,0.79574817,0.47565207,6.25890112,37.4359436,0.61209971,icejam,n22,04-10-2019
-9.865988960077438,-20.87656230492222,-11.010573344844783,11.39694881,0.76089555,0.52790046,6.94640923,39.98514175,0.70767951,icejam,n22,04-10-2019
-7.387924864592562,-19.824103685331423,-12.43617882073886,10.09864521,0.80210841,0.4654637,7.2650733,42.43909836,0.664105,icejam,n22,04-10-2019
-10.915649010473778,-21.525414815363355,-10.60976580488958,11.09954071,0.80036592,0.46820477,8.00116158,48.15858078,0.7061311,icejam,n22,04-10-2019
-8.873807567888461,-19.62561150740574,-10.75180393951728,10.92434692,0.78826737,0.4872916,7.31817818,41.52735519,0.69058007,icejam,n22,04-10-2019
-8.964908784744932,-19.73083271216561,-10.76592392742068,10.64204788,0.79201651,0.4815034,6.95585442,38.62818146,0.67367429,icejam,n22,04-10-2019
-9.41464011221537,-20.020896326532565,-10.606256214317195,9.80665874,0.81663656,0.44196823,7.46717787,43.00834274,0.7040627,icejam,n22,04-10-2019
-8.627682173631069,-19.0885873368089,-10.460905163177827,11.32611275,0.77951676,0.50062203,7.32882452,41.36210251,0.68972522,icejam,n22,04-10-2019
-10.263336779867416,-19.267565179131992,-9.004228399264576,10.70781136,0.79840457,0.47143194,7.13724327,41.95285797,0.72426683,icejam,n22,04-10-2019
-10.12462076437851,-19.016917274905246,-8.892296510526732,9.95164299,0.81434965,0.44566306,7.1060524,38.80340195,0.74555629,icejam,n22,04-10-2019
-9.433229844426428,-20.865125207094,-11.431895362667571,10.11814785,0.79753524,0.47284493,6.42374182,37.68779755,0.64833659,icejam,n22,04-10-2019
-9.858669709892016,-19.528548560799514,-9.669878850907496,10.23611069,0.79910898,0.47035009,6.8652916,37.33694458,0.67720956,icejam,n22,04-10-2019
-8.953060335115904,-21.396332410909608,-12.443272075793706,9.8935442,0.81435359,0.44573355,6.85416031,38.61458969,0.66114724,icejam,n22,04-10-2019
-9.865319044786492,-21.794018777410656,-11.928699732624166,10.62144566,0.80666268,0.45832244,7.3894906,44.71347809,0.74536812,icejam,n22,04-10-2019
-9.624551032274914,-19.949267869363958,-10.324716837089042,9.996068,0.81324553,0.44756478,6.72087002,38.17267227,0.67966747,icejam,n22,04-10-2019
