VV_intensity,VH_intensity,Depol_ratio,Alpha,Anisotropy,Entropy,GLCM_mean,GLCM_variance,GLCM_correlation,IceStage,number,date
-16.642591478494676,-23.020256705108565,-6.37766522661389,18.03120613,0.65695691,0.66106254,1.67961991,4.81813145,0.41366392,sheetice,n101,03-24-2019
-19.310260709839213,-23.935057759889883,-4.624797050050673,20.17089653,0.59674162,0.72500479,1.11519659,2.9612205,0.39939684,sheetice,n101,03-24-2019
-17.87642973867279,-23.335980964124655,-5.459551225451859,19.80216599,0.60926682,0.71243346,1.27528536,3.56166553,0.39981711,sheetice,n101,03-24-2019
-19.28859133623898,-23.637027134868678,-4.3484357986296995,23.11376762,0.56178123,0.75852078,1.41546881,4.30256796,0.33067042,sheetice,n101,03-24-2019
-19.96566181269463,-23.799608128711807,-3.833946316017177,23.42775154,0.52876127,0.78761864,1.06446958,2.5394249,0.33495352,sheetice,n101,03-24-2019
-18.83869312177691,-25.846593274675946,-7.007900152899033,22.1202755,0.56284314,0.7575205,1.46695971,4.44737482,0.37859982,sheetice,n101,03-24-2019
-18.336362047605476,-24.004160175444586,-5.667798127839112,21.38389206,0.56002587,0.76010787,1.27240443,3.7204442,0.38692641,sheetice,n101,03-24-2019
-17.177155764224942,-23.382658541174052,-6.205502776949109,24.06931496,0.55534989,0.76434475,1.06599426,2.49677587,0.40673193,sheetice,n101,03-24-2019
-18.67398390155398,-24.064425837161675,-5.390441935607695,17.90604782,0.61631888,0.70520741,1.53376412,6.86975527,0.44095203,sheetice,n101,03-24-2019
-20.06770604648281,-24.87336945559391,-4.805663409111097,24.47170067,0.53619778,0.78121042,0.86104625,1.68064106,0.28460881,sheetice,n101,03-24-2019
-16.986741334531576,-25.22590758778975,-8.239166253258173,19.16601753,0.65823764,0.65957522,1.10147345,2.62566614,0.3353053,sheetice,n101,03-24-2019
-17.315231256678572,-24.406081334271136,-7.090850077592561,19.9652462,0.60952002,0.71216959,1.52393055,4.45212841,0.36110491,sheetice,n101,03-24-2019
-18.6287290797114,-23.680501872646772,-5.051772792935375,16.38810921,0.65078247,0.66744411,1.79511762,8.79811764,0.54181635,sheetice,n101,03-24-2019
-17.250044012985953,-23.26450147529034,-6.014457462304388,24.04414368,0.55035341,0.76884711,0.93113583,2.06596398,0.37027252,sheetice,n101,03-24-2019
-15.962592070209844,-22.533440090545223,-6.570848020335377,19.69167709,0.61632395,0.7051456,1.98151124,7.20619678,0.42468038,sheetice,n101,03-24-2019
-18.275879901792752,-24.564906935349736,-6.28902703355698,21.20064735,0.56784898,0.7528407,1.10912812,3.48842645,0.34221274,sheetice,n101,03-24-2019
-17.27381307165673,-23.61896288082642,-6.3451498091696905,17.34909821,0.64717257,0.67212439,0.75164288,1.45499551,0.27664506,sheetice,n101,03-24-2019
-19.412392726164146,-24.543614119968137,-5.131221393803987,20.79468155,0.58811378,0.73358107,1.20886779,3.39275169,0.38923144,sheetice,n101,03-24-2019
-17.99165911330333,-23.843918400416836,-5.852259287113504,22.13265991,0.57144475,0.74937195,1.26624084,3.77527571,0.36910197,sheetice,n101,03-24-2019
-17.451460668921573,-24.895783254910597,-7.444322585989024,20.42794609,0.59002352,0.73148823,1.62270188,6.26303434,0.37195697,sheetice,n101,03-24-2019
-19.23689133579189,-23.305389985003963,-4.068498649212076,17.16404152,0.66679174,0.64921468,0.90163314,2.87390637,0.26770741,sheetice,n101,03-24-2019
-17.73762372705219,-25.50615721005053,-7.768533482998343,19.75104141,0.60188651,0.71996695,1.17204678,3.22384071,0.29949376,sheetice,n101,03-24-2019
-16.964654976461887,-24.89446947377449,-7.929814497312603,20.11063004,0.60516053,0.71650177,1.36577332,4.16703033,0.38257506,sheetice,n101,03-24-2019
-17.037802996616204,-22.40387295327469,-5.3660699566584835,20.2616272,0.60378361,0.71796983,1.76157653,5.96122169,0.42092714,sheetice,n101,03-24-2019
-20.32620532775821,-22.498504512895106,-2.172299185136897,22.70338821,0.56151772,0.75854617,1.16989017,3.37685919,0.38036278,sheetice,n101,03-24-2019
-17.451460668921573,-24.895783254910597,-7.444322585989024,20.42794609,0.59002352,0.73148823,1.62270188,6.26303434,0.37195697,sheetice,n101,03-24-2019
-18.709575213647764,-24.65885012356193,-5.94927490991417,20.0879364,0.64653373,0.67264968,1.59984183,6.40017796,0.46028355,sheetice,n101,03-24-2019
-18.76185585869679,-22.94765958017942,-4.185803721482632,24.80230904,0.54969627,0.76944804,1.00748301,2.28110123,0.37395191,sheetice,n101,03-24-2019
-15.344564001078272,-23.295018097794035,-7.950454096715766,18.51790428,0.62756646,0.6934393,2.05461669,7.26771593,0.40630504,sheetice,n101,03-24-2019
-17.59442515176021,-24.1758434208555,-6.581418269095291,20.87744904,0.58767235,0.73385304,2.05486202,7.11964083,0.42986265,sheetice,n101,03-24-2019
-16.709108133322562,-23.89379223244651,-7.184684099123948,21.99480057,0.54687184,0.77172524,0.6501708,1.84346902,0.26072261,sheetice,n101,03-24-2019
-18.088987417762592,-24.73681403792183,-6.6478266201592415,18.56221962,0.65044439,0.66840434,0.90580922,1.93112576,0.32193881,sheetice,n101,03-24-2019
-18.112652350994313,-24.213264145205,-6.100611794210683,19.38577652,0.65510029,0.66319382,1.22321963,2.95335865,0.33466613,sheetice,n101,03-24-2019
-17.315231256678572,-24.406081334271136,-7.090850077592561,19.9652462,0.60952002,0.71216959,1.52393055,4.45212841,0.36110491,sheetice,n101,03-24-2019
-16.518238863717155,-25.047818526624802,-8.529579662907645,17.32688141,0.6361199,0.68413544,0.91563004,2.58397508,0.34688216,sheetice,n101,03-24-2019
-14.560563057563654,-23.483188996726486,-8.922625939162835,16.97227287,0.65387988,0.66462398,1.72256875,4.94930792,0.38349006,sheetice,n101,03-24-2019
-17.475261109942405,-24.951812975375226,-7.476551865432821,20.11965179,0.59524512,0.72632575,1.51819885,5.66076565,0.38394091,sheetice,n101,03-24-2019
-18.39953362575075,-25.65669065113316,-7.257157025382417,20.18204498,0.59616905,0.72566229,1.35802507,3.92033696,0.36119974,sheetice,n101,03-24-2019
-18.440988364461127,-25.34825421865841,-6.9072658541972825,21.0538044,0.57175899,0.74923301,1.13487566,2.70905662,0.34260175,sheetice,n101,03-24-2019
-17.255160902902684,-23.520217503397355,-6.2650566004946695,18.03712463,0.65357113,0.66445982,1.77918768,9.28827858,0.53519434,sheetice,n101,03-24-2019
-17.652914260876305,-24.575194078185397,-6.922279817309094,19.39067078,0.62541145,0.69572133,1.01019323,2.91478157,0.34829012,sheetice,n101,03-24-2019
-19.077093021060392,-23.454394073649535,-4.377301052589143,22.64438629,0.56149298,0.75863361,1.25829804,3.68305039,0.38882062,sheetice,n101,03-24-2019
-19.21473221943328,-24.112152882087507,-4.8974206626542225,21.73707771,0.56975621,0.7509371,1.89835906,6.49874878,0.43678996,sheetice,n101,03-24-2019
-18.61683088792341,-23.75484830012582,-5.138017412202406,20.98449898,0.5874809,0.73401493,2.00541186,6.77263212,0.44203487,sheetice,n101,03-24-2019
-15.821108208626587,-24.1223068408711,-8.301198632244514,17.95398521,0.62428588,0.6967079,1.19077098,2.87124801,0.32284424,sheetice,n101,03-24-2019
-15.94958589824261,-23.77130366154448,-7.821717763301867,17.28563118,0.65018243,0.66868418,1.8252424,9.45489597,0.53439766,sheetice,n101,03-24-2019
-14.722193464999844,-23.71793000798523,-8.995736542985389,18.36699295,0.63264954,0.68788797,1.58241308,4.49648285,0.38984439,sheetice,n101,03-24-2019
-17.386514706074607,-23.925149525256806,-6.538634819182204,20.47211075,0.60080391,0.72100765,1.24572778,3.705827,0.37470248,sheetice,n101,03-24-2019
-16.256045470629957,-23.675832033611957,-7.419786562981999,20.50977898,0.59813792,0.72370225,2.0080111,8.56322002,0.37332898,sheetice,n101,03-24-2019
-15.484310730971156,-23.45924580582649,-7.974935074855337,18.87804794,0.62710291,0.69391119,1.61218035,4.65501833,0.37366021,sheetice,n101,03-24-2019
-17.90550938886397,-26.560599423542893,-8.655090034678924,17.27653122,0.62868899,0.69225413,1.08323145,3.31037545,0.36699069,sheetice,n101,03-24-2019
-16.600146154008286,-24.648173167439225,-8.048027013430941,20.53203392,0.58002055,0.74132925,1.24848795,3.80447912,0.43836218,sheetice,n101,03-24-2019
-18.526922869658662,-25.12017904533153,-6.593256175672866,21.42845917,0.58902115,0.73250937,1.63336718,5.01072788,0.36497673,sheetice,n101,03-24-2019
-17.4189669613014,-24.018466338961645,-6.599499377660245,19.71856117,0.65317893,0.66537678,1.15316832,2.77027822,0.34106195,sheetice,n101,03-24-2019
-19.70353289938361,-22.935886355954413,-3.2323534565708045,24.65831947,0.5509966,0.76828724,1.32044649,3.88473606,0.36164677,sheetice,n101,03-24-2019
-9.419435867913622,-23.381050050083218,-13.961614182169594,17.81370163,0.63223439,0.68824142,1.57023156,6.44410467,0.33816168,sheetice,n101,03-24-2019
-20.095479236809393,-23.641092928411723,-3.5456136916023295,21.77298927,0.56961602,0.75114548,1.7655865,5.93458462,0.44066525,sheetice,n101,03-24-2019
-17.825744920658238,-23.81363127166744,-5.987886351009202,18.99413681,0.63756651,0.68247467,1.77950859,8.69736576,0.52855492,sheetice,n101,03-24-2019
-17.73390558460649,-25.39190828490245,-7.658002700295957,21.77776718,0.53778893,0.77985317,1.79564869,6.52935886,0.43570957,sheetice,n102,03-24-2019
-17.863367056941616,-23.27977919201451,-5.416412135072891,20.80616379,0.62750101,0.69349927,2.27548933,10.90707588,0.45627278,sheetice,n102,03-24-2019
-19.222099984900783,-25.198694013855555,-5.976594028954771,20.23708344,0.60521239,0.71653605,1.37701941,4.31299019,0.28085867,sheetice,n102,03-24-2019
-17.31834991348499,-26.181794255033267,-8.863444341548277,20.82732201,0.60487711,0.71690685,1.25199735,3.29690146,0.28096521,sheetice,n102,03-24-2019
-17.649179442573807,-22.892566186187192,-5.243386743613386,18.24333763,0.64200187,0.6776529,2.48038411,11.9200716,0.46145114,sheetice,n102,03-24-2019
-17.128363007205834,-23.030288688582537,-5.901925681376704,20.89662933,0.58038604,0.74096859,1.64393294,5.84759188,0.28698567,sheetice,n102,03-24-2019
-15.717759254997182,-22.021143586016592,-6.303384331019412,17.43264771,0.61956507,0.70168322,1.19711578,3.53369236,0.29407454,sheetice,n102,03-24-2019
-17.23315131459852,-24.12950518976774,-6.896353875169222,22.30217934,0.5243147,0.79141265,2.20112634,7.54682446,0.39284569,sheetice,n102,03-24-2019
-15.358885755363813,-24.117944230294466,-8.759058474930653,19.78855133,0.57696056,0.74408442,1.18746889,3.62104034,0.24233809,sheetice,n102,03-24-2019
-18.590208365230293,-24.458174377454146,-5.867966012223855,17.97424507,0.65472299,0.6634748,1.8574096,6.68228674,0.33743039,sheetice,n102,03-24-2019
-16.550876704906408,-23.564565259779172,-7.013688554872763,21.46199989,0.55937213,0.76057744,1.72324455,5.71443844,0.31510422,sheetice,n102,03-24-2019
-16.618659602344575,-23.437168068511195,-6.818508466166618,21.50115204,0.55495518,0.76433593,2.02966833,7.07324743,0.39242798,sheetice,n102,03-24-2019
-16.00924667356739,-24.802349900514105,-8.793103226946714,20.96342659,0.55224264,0.76711261,1.05370367,3.30530739,0.24676134,sheetice,n102,03-24-2019
-16.132660261246528,-24.903459386580277,-8.77079912533375,19.33292961,0.60479027,0.71699387,0.81055665,2.68189406,0.1787499,sheetice,n102,03-24-2019
-18.740732823460114,-24.423484582663132,-5.6827517592030174,22.44306564,0.52210575,0.79327869,2.11255741,7.6237092,0.38237792,sheetice,n102,03-24-2019
-15.348065243810128,-24.259988444002587,-8.911923200192463,21.65559578,0.53669387,0.78083539,2.22378206,8.13182831,0.41291708,sheetice,n102,03-24-2019
-20.82918488945794,-24.41089925190841,-3.5817143624504713,16.85702896,0.66220427,0.65510154,1.67524409,5.59472942,0.3525596,sheetice,n102,03-24-2019
-15.868474850311515,-22.838914362188195,-6.970439511876681,17.30485725,0.63003987,0.69070679,1.26936996,4.02283716,0.34166557,sheetice,n102,03-24-2019
-17.115468693847223,-24.29252802958875,-7.177059335741526,20.02809334,0.63635254,0.68395239,2.18016458,8.89386559,0.44399956,sheetice,n102,03-24-2019
-15.462873039244332,-24.147750943682347,-8.684877904438018,17.55171013,0.66041028,0.65721679,2.07660127,6.85703468,0.39012787,sheetice,n102,03-24-2019
-16.731999789020783,-24.249866009189095,-7.51786622016831,20.15019035,0.63118398,0.68951583,2.40693164,10.8535738,0.4791632,sheetice,n102,03-24-2019
-16.82474019165781,-23.827920024755475,-7.003179833097666,22.18128586,0.53047544,0.78616703,1.8774246,5.84462023,0.31499523,sheetice,n102,03-24-2019
-18.68357280123497,-23.08248566177117,-4.398912860536198,16.63713455,0.6657055,0.65097427,2.48352003,8.60901356,0.38199928,sheetice,n102,03-24-2019
-16.241637997083508,-23.254557435443083,-7.0129194383595745,14.08824253,0.69243062,0.61910743,2.39441395,7.58734035,0.42349797,sheetice,n102,03-24-2019
-15.030964933686548,-24.086203653648823,-9.05523871996228,19.46273041,0.61017495,0.71160543,2.5171175,8.88293076,0.42324066,sheetice,n102,03-24-2019
-16.458173912261902,-24.889646747637283,-8.431472835375379,18.77282715,0.65907538,0.65872157,2.23504758,8.99207973,0.43283474,sheetice,n102,03-24-2019
-16.56889901559509,-23.565897680031153,-6.996998664436065,19.16252136,0.60536605,0.71647656,1.97775972,8.22529984,0.45728818,sheetice,n102,03-24-2019
-15.998866697840777,-24.729633096068397,-8.730766398227619,21.65813446,0.53747159,0.78014141,2.03979778,7.52072096,0.41922477,sheetice,n102,03-24-2019
-18.670509829581253,-24.09022260556929,-5.4197127759880415,22.14034843,0.54707819,0.77158105,1.7993778,6.28287888,0.34058389,sheetice,n102,03-24-2019
-17.63170620072033,-22.21096624168299,-4.579260040962658,14.19996738,0.69535345,0.61557037,2.55849934,8.6420517,0.40495548,sheetice,n102,03-24-2019
-16.228741351878675,-23.99225248744883,-7.763511135570152,16.51220894,0.66303921,0.65406954,2.1559844,8.03670025,0.35351348,sheetice,n102,03-24-2019
-16.353692818752986,-21.780478134095244,-5.426785315342256,19.38004112,0.59083688,0.73088884,2.52642226,7.84605742,0.43496376,sheetice,n102,03-24-2019
-21.196037594686512,-26.240987319905116,-5.044949725218607,20.16983414,0.62791348,0.69298989,1.25879097,3.43601203,0.27003303,sheetice,n102,03-24-2019
-16.897333339855933,-24.51166072220893,-7.614327382352995,21.5406723,0.54770786,0.77122003,1.0891664,3.76782775,0.30510697,sheetice,n102,03-24-2019
-15.38355932420816,-22.584899212093777,-7.201339887885615,19.22277832,0.58820254,0.73327613,1.20641518,3.71361017,0.29767549,sheetice,n102,03-24-2019
-15.777566177895704,-22.612963216133302,-6.8353970382376,16.99730492,0.64725196,0.67187297,1.49135137,4.5976429,0.37105894,sheetice,n102,03-24-2019
-16.088022771150673,-23.609559992614592,-7.52153722146392,20.96372414,0.56068778,0.75939208,0.99392825,3.75247526,0.24399252,sheetice,n102,03-24-2019
-17.55361735981309,-20.88388085167635,-3.330263491863258,20.41007614,0.57029998,0.75057673,2.3635869,7.16819715,0.39685681,sheetice,n102,03-24-2019
-17.60435019080053,-23.59001097006828,-5.9856607792677465,18.02812195,0.62969917,0.69106382,1.67021418,6.01020479,0.31540841,sheetice,n102,03-24-2019
-18.231360949453887,-22.661650072069285,-4.430289122615397,18.98169708,0.61055094,0.71122587,1.38444245,5.5059123,0.31030425,sheetice,n102,03-24-2019
-16.329457667702915,-21.721675972719993,-5.392218305017079,19.78698349,0.59651744,0.72529888,1.67511988,5.79274511,0.31201136,sheetice,n102,03-24-2019
-14.583213040212481,-22.89985929679654,-8.316646256584058,20.97476768,0.54615843,0.77251107,2.40457249,8.4275341,0.41805702,sheetice,n102,03-24-2019
-19.463707746936116,-25.665902278466802,-6.202194531530686,18.89672852,0.63574302,0.68461657,1.30574059,3.80354691,0.28461644,sheetice,n102,03-24-2019
-16.56889901559509,-23.565897680031153,-6.996998664436065,19.16252136,0.60536605,0.71647656,1.97775972,8.22529984,0.45728818,sheetice,n102,03-24-2019
-16.418589120989793,-21.489845570986926,-5.071256449997134,19.37309074,0.59476703,0.72711825,2.41089034,7.47645855,0.46480772,sheetice,n102,03-24-2019
-16.955861698892818,-24.540586088408464,-7.5847243895156495,22.49998665,0.52357811,0.79204291,2.37792778,8.3372097,0.40782854,sheetice,n102,03-24-2019
-17.834910218134,-22.60022028879287,-4.7653100706588685,19.78052521,0.61718929,0.7042613,1.08416283,3.39677215,0.21085943,sheetice,n102,03-24-2019
-17.842181362634662,-22.31208775906609,-4.469906396431428,15.52825069,0.68186909,0.6318543,2.49183083,8.60258865,0.37933722,sheetice,n102,03-24-2019
-15.468145682826766,-23.579997006945888,-8.111851324119122,18.27358437,0.64427298,0.67531192,1.78624189,6.64497042,0.40565163,sheetice,n102,03-24-2019
-18.824983573011814,-23.758417112108972,-4.933433539097159,18.99954033,0.60116464,0.72074437,0.35982639,0.54982489,0.14467157,sheetice,n102,03-24-2019
-16.56889901559509,-23.565897680031153,-6.996998664436065,19.16252136,0.60536605,0.71647656,1.97775972,8.22529984,0.45728818,sheetice,n102,03-24-2019
-19.12939811523669,-23.824880383567056,-4.695482268330365,20.45838928,0.58543134,0.73608911,2.40147138,10.52666092,0.45002246,sheetice,n102,03-24-2019
-18.18105842549976,-24.83148770271695,-6.6504292772171905,18.08328629,0.6707297,0.64527172,1.75373352,5.65375137,0.3783882,sheetice,n102,03-24-2019
-15.574266403687949,-23.969141148641576,-8.394874744953626,15.67167187,0.68935007,0.62293595,2.22851443,7.97246456,0.4025014,sheetice,n102,03-24-2019
-17.20407193427543,-24.36548580542409,-7.16141387114866,18.310709,0.63576037,0.68460834,1.52484405,5.04282284,0.30602571,sheetice,n102,03-24-2019
-17.013593215153712,-23.871324702093126,-6.857731486939417,18.47907639,0.63274097,0.68777448,2.51677513,8.74283218,0.40751866,sheetice,n102,03-24-2019
-17.956754042776463,-23.595861472920355,-5.639107430143893,19.45071793,0.63020086,0.69059372,1.1750741,3.73630905,0.28816354,sheetice,n102,03-24-2019
-19.07129938817192,-23.615666558191045,-4.544367170019127,18.9454174,0.60053408,0.72137254,0.4406561,0.88579297,0.19476283,sheetice,n102,03-24-2019
-17.60435019080053,-23.59001097006828,-5.9856607792677465,18.02812195,0.62969917,0.69106382,1.67021418,6.01020479,0.31540841,sheetice,n102,03-24-2019
-20.82918488945794,-24.41089925190841,-3.5817143624504713,16.85702896,0.66220427,0.65510154,1.67524409,5.59472942,0.3525596,sheetice,n102,03-24-2019
-19.51565577187765,-24.572517324960977,-5.056861553083331,17.94396019,0.62580037,0.69507706,0.67168462,1.52452087,0.27872658,sheetice,n102,03-24-2019
-16.87012800724624,-23.50135741667424,-6.631229409427998,18.98917389,0.6036312,0.71820593,1.87601519,7.06748867,0.36892116,sheetice,n102,03-24-2019
-18.6176932172635,-24.956392542910347,-6.338699325646844,18.55999947,0.66899723,0.64724779,2.27111268,7.77291441,0.36065322,sheetice,n102,03-24-2019
-16.568987708966027,-24.12247515271197,-7.553487443745942,19.25687408,0.65579993,0.66242087,2.27233672,8.98783207,0.44472107,sheetice,n102,03-24-2019
-15.697175264151674,-22.056346606081867,-6.3591713419301925,20.88502121,0.57270652,0.74816012,1.60280347,6.18608189,0.43975684,sheetice,n102,03-24-2019
-17.035726401092816,-23.958031169274975,-6.922304768182158,18.57919502,0.60085189,0.72099251,1.29687393,5.35353947,0.31769273,sheetice,n102,03-24-2019
-16.82474019165781,-23.827920024755475,-7.003179833097666,22.18128586,0.53047544,0.78616703,1.8774246,5.84462023,0.31499523,sheetice,n102,03-24-2019
-17.01648288317881,-23.090237773416604,-6.073754890237791,19.84652519,0.59688467,0.72497189,1.84536672,6.7911725,0.30451673,sheetice,n102,03-24-2019
-19.00927728029638,-24.3975851110709,-5.388307830774518,17.50065613,0.65346283,0.66489804,1.82572448,6.66356945,0.32919392,sheetice,n102,03-24-2019
-17.988014947310404,-22.478839151213506,-4.490824203903103,19.05556107,0.60848701,0.71333677,1.49016595,5.84239101,0.33619958,sheetice,n102,03-24-2019
-20.6122467668833,-24.890343032804306,-4.2780962659210084,18.61283112,0.62027001,0.70107102,1.64898646,5.27446222,0.34143892,sheetice,n102,03-24-2019
-19.212916685045535,-25.56643121181756,-6.353514526772023,19.30263901,0.62909418,0.69166058,1.43107557,4.29913378,0.30583352,sheetice,n102,03-24-2019
-19.408930772488667,-23.849036023264443,-4.440105250775775,19.54479027,0.60409307,0.7177276,0.88710505,2.70880079,0.3652454,sheetice,n102,03-24-2019
-16.870812511808396,-23.273425400790792,-6.402612888982394,19.4104805,0.60677302,0.71505058,1.53872061,5.53165627,0.31187698,sheetice,n102,03-24-2019
-18.11903234142015,-22.761414173951277,-4.642381832531127,18.75197601,0.61441422,0.70725155,1.28488266,5.27213526,0.26597229,sheetice,n102,03-24-2019
-17.746565964767548,-23.7180424621696,-5.971476497402048,18.38034439,0.60574138,0.7160728,1.22768545,5.13475561,0.29269704,sheetice,n102,03-24-2019
-17.01648288317881,-23.090237773416604,-6.073754890237791,19.84652519,0.59688467,0.72497189,1.84536672,6.7911725,0.30451673,sheetice,n102,03-24-2019
